start,end,Fecha,Sede,Genero,Edad,Notas,tecnica_grupo,Tecnica,Descripción,Tecnica_lengua,Lengua,Lengua_nota,Estado,Municipio,Localidad,Manufactura,Mano,Pedal,Telar,Mixta,Otra,Tejido,Telar_pedal,Manufactura_especifique,Tenido,Tipo_tenido,Plantas,Minerales,Animales,Otro,Tenido_especifique,Temporalidad,Historia,Materiales,Aprendizaje,Madre,Abuela,Tia,Hermana,Cunada,Instructora,Aprendi_otro,Padre,Aprendizaje_especifique,Ensenanza,No_ensenado,Hijas,Nietos,Sobrinos,Pareja,Estudiantes,Enseno_otra,Hijos,Ensenar_especifique,pr1,pr8,pr2,pr4,pr10,pr9,pr3,pr5,pr7,pr6,c6,cm7,c3,cm3,c7,cm5,c4,cm4,c1,cm1,c2,cm2,c8,cm8,c5,cm6,Significado,S1,S2,S3,S4,S5,pic,video,index,concat_id,_index
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,67,R,,Anudado,Anudado,,,Espeñol,México,Tenancingo,"Acatcingo de la piedra ,Tenancingo EDOMex",otra_1,0,0,0,0,1,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,,"Paño de rebozo de algodón trabajo sobre los hilos que deja hotro artesano que es el que elaboró el paño,y aparte utilizo una abuja,para sesatar , si me equivoco, utilizo una tela normal para cubrir mi rebozo ,también utilizo una plancha de hierro para sostener mi rebozo ,también utilizo un blanco de madera para ai,colocar dobladito  mi rebozo que yo compro con los artesanos del centro de Tenancingo de Degollado",madre abuela,1,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos a_hijos si__a_otra_persona,0,1,1,0,0,0,0,1,,Rebozo de algodon,Y en decilado,,,,,,,,,Eventos funerarios y sociales,,,,,,,,,,,,,,,,Sí,Tradición e historia,Raises historia preispanoca,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617353445/attachments/att2XsQc85DMogS4vnpp9QCN/,,210,210-CDMX,198
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,56,Facebook Evaristo Leyva Mance,,Tejido en bastidor de madera,Tejido en bastidor de madera,Jú joowawi kutta,Mayo,,Sinaloa,Guasave,La Bebelama Guasave,se_realiza_con_tejido_a_mano,0,0,0,0,0,1,0,,Sí,otro,0,0,0,1,"Palo de brasil, semillas de aguacate, corteza de árbol de Guamúchil ,con la sangre de almejas",es_una_t_cnica_antigua,"Se realizaba por nuestros antepasados , para señalar las ropa plasmar murales con su historia danzas tradicionales venado pascola se cuenta que  estos murales se hacían en paredes de sus chozas piedras de gran tamaño y se realizaban a medio día para garantizar la energía solar",,abuela,0,0,1,0,0,0,0,0,,a_hijos,0,0,1,0,0,0,0,0,,Morrales de ixtle,Liensos de tela de manta,,,,,,,,,,,,,,,,,,,,,,,,,Sí,"En la cuaresma, semana santa, día de San Juan, día de la santa cruz",,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617353520/attachments/attHwiZBnZvJ7u5jcn8aK8Ex/,,211,211-CDMX,199
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,28,,,Telar de cintura,"Telar de cintura con tejido en curva,brocado y bordado pepenado hilvan","Tajmach, tajkit",Náhuatl,,Puebla,Cuetzalan del Progreso,,se_realiza_a_mano otra,1,0,1,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"En lo principal el quechquemetl  se elabora con la técnica de tejido en curva con árbol de la vida   que son utilizada en ceremonias de bodas  y el árbol de la vida es un significado  para la mujer  que se plasma su vivir del día a día en el caso del brocado siempre en cada pieza se plasman dos pájaros que significa hombre y mujer que toda la vida es hablamos de dualidad  hombre mujer ,vida o muerte.",Hilos de algodón Omega o hilos de algodón natural coyuchi elaborados con malakate acrílico manta cuadriye,madre,1,0,0,0,0,0,0,0,,si__a_otra_persona,0,0,0,0,0,0,0,1,Hermano,El quechquemetl,Blusas  tradicional de cuetzalan,,,,,,,,,,Bodas,Fiestas patronales,,,Actos religiosos,,,,,,,,,,,Sí,El significado de los quechquetl de Gaza los efectos significan lo bueno y malo que hay en la vida los movimientos de agua la flora y fauna,Las blusas de labor representa la gran variedad de flora y fauna así como lo que se plasma el las blusas de telar,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617353564/attachments/attrW5rvwQzoA2tvcGEJn7Fa/,,212,212-CDMX,200
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,69,,,Bordado libre en maquina de pedal,Textil bordado a maquina de pedal,Wuet tăkpë,,Mixe,Oaxaca,Santa María Tlahuitoltepec,,se_realiza_a_m_quina_de_pedal,0,1,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,Palo de águila,es_una_t_cnica_antigua,"Representa la cultura mixe, se plasma para conservar la cultura","Hilo de algodón, la máquina de coser, diferentes colores de manta",abuela,0,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos s__a_mis_sobrinas_o_sobrinos,0,1,0,0,1,0,0,0,Hermanos,Traje típico de la Comunidad,,,,,,,,,,Casamientos,Traje de gala de la comunidad,Fiestas,Todo tipo de trajes,,,,,,,,,,,,,Sí,La identificación de la comunidad Mixe,El maguey representa la bebida sagrada como ofrenda para el cerro que está en Zempoaltepetl,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617353569/attachments/att4Z3UVzwZts5A6Stmd5wr5/,,213,213-CDMX,201
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,59,,,Puntada corrida,Recortes y cuadros y corrido,Aayaatl,,Nahuatl,Tlaxcala,Amaxac de Guerrero,,,0,0,0,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_ te_ido_con_sales_y_minerales__ejem__alum,1,1,0,0,,es_una_t_cnica_antigua,Se realiza la técnica cuando se necesita,"Lana, anil, palo de Brasil, pericon, etc",t_a,0,0,0,1,0,0,0,0,,a_hijos si__a_otra_persona,0,0,1,0,0,0,0,1,Vecino,Sarapes,Gabanes,Corridos,,,,,,,,Cuando sea necesario,,,,,,,,,,,,,,,,Sí,Iconografía de Contla y Tlaxcala,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617353718/attachments/attzNFhqHvzW2sKT9hW4ghgv/,,214,214-CDMX,202
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,27,,,Pata de gallo,Bordado puntada pata de gallo,,Náhuatl,,Guerrero,Chilapa de Álvarez,,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,otro,0,0,0,1,"Utilizo telar de pedal, el bordado se utiliza con la seda",es_una_t_cnica_antigua,"El bordado tiene una historia que el bordado está inspirado de la flora y la fauna de la comunidad de Acatlán Guerrero,el bordado a venido creciendo de por generación tras generación.","Telar de Pedal se utiliza como  fondo. En bordado se utiliza hilo sea, hilo iris.",madre,1,0,0,0,0,0,0,0,,s__a_mis_sobrinas_o_sobrinos,0,0,0,0,1,0,0,0,,Vestidos de novia,Traje tradicional,Huipil,Rebozos,Vestidos,Camisas,Cosmeticos,,,,Bodas,,Fiestas tradiciones,,,,,,,,,,,,,,Sí,Representa flora y la fauna,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617353744/attachments/attCZCxsjsF7BjkM2XnFJRAN/,,215,215-CDMX,203
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,74,,,Cuera tamaulipeca y talabarteria,Cuera tamaulipeca y talabarteria,,,,Tamaulipas,Tula,Ciudad Tula,se_realiza_con_telar_de_pedal,0,0,0,0,0,0,1,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,Plantas del campo,es_una_t_cnica_antigua,Corteza timbr para teñir,,padre,0,1,0,0,0,0,0,0,,si__a_otra_persona,0,0,0,0,0,0,0,1,Jóvenes en casa De cultura,Cueras,Bolsas,Mañanitas,Coton,Chamarras,,,,,,Todos los huapangueros,,,,,,,,,,,,,,,,No,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617357558/attachments/attQCc5q5CrCBwwFKXgcRxGU/,,239,239-CDMX,228
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,43,,,Telar de cintura,Telar de cintura,Telar de cintura,Náhuatl,,Ciudad de México,Tláhuac,San Andres Mixquic,otra es_una_t_cnica_mixta,0,0,1,1,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,"El telar de cintura es una técnica de tejido que tiene su origen en la época prehispanica, en la Cuidad de México se conservo en el sur, en las alcaldías de Milpa Alta, Tlahuac y Xochimilco. Las prendas más tradicionales son las fajas de labor, cintas y quexquemitl.Estas prendas son oarte de la indumentaria del traje tradicional del Altiplano Central.","Urdidor,telar de cintura, hilos de algodón, estambre acrilan y lana.",de_una_maestra_o_instructora,0,0,0,0,0,0,1,0,,a_hijos s__a_estudiantes,0,0,1,0,0,0,1,0,,"Faja de labor, o urdimbre suplementaria.",Cintas o ataderas de labor con puntas de chaquira.,Quexquemitl,Ceñidores,Morrales,Bufanda,"Aplicaciones para blusas, camisas y camisetas.",Caminos de mesa.,Correas para bolsos,Cinturones,"Certamen de la Flor más Bella del Ejido, fiestas patronales en Villa Milpa Alta.",,"Certamen de la Flor más Bella del Ejido, fiestas patronales de Milpa alta.",,Fiesta del pueblo.,,Para la siembra,,,,,,,,,,Sí,"Representa el entorno natural de la comunidad, flora y fauna, cielo, personas y figuras geometricas referentes a las direcciones del universo.",Representan la flora y aves del entorno,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617353913/attachments/attwDzm34tYGHxxuzoJvuhYZ/,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617353913/attachments/atty4Eps3HHF7Ckvbm2oue22/,216,216-CDMX,204
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,56,Artesana bordadora en punta de cruz en telar de cintura,,Punto de Cruz,Punto de cruz,Ñii gtii krée,,Chinanteca,Oaxaca,San Juan Bautista Valle Nacional,Rancho Cafetal,se_realiza_a_mano otra,1,0,1,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Elaboraban con hilo de algodón que cosechaban en el campo,"Hacía hilos con algodón, para hilarlos hacían a través de un trompo de tierra después bordabacon dos colores diferentes que eran negros y rojos",abuela,0,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos a_hijos,0,1,1,0,0,0,0,0,,En huipiles y camisas,,,,,,,,,,"En la fiesta religiosa y la fiesta patronal, cuando van las autoridades",,,,,,,,,,,,,,,,Sí,Representa lo más importante del entorno de la comunidad,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617354486/attachments/attDcRsQX9rF9ARYAqp3FGq3/,,217,217-CDMX,205
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,58,,,Talakaxtokgo da makan,Bordado tradicional a mano,Talakaxtokgo da makan,Totonaco,,Veracruz de Ignacio de la Llave,Papantla,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Historia familiar,"Hilo de algodón mercerizado de colores, telas popelina, manta cruda, manta blanca, rayón, lino",madre,1,0,0,0,0,0,0,0,,s__a_mis_sobrinas_o_sobrinos s__a_estudiantes si__a_otra_persona,0,0,0,0,1,0,1,1,En otras comunidades en casas escuelas,Blusas,Vestidos,Batas,Camisas,Traje regional,,,,,,Festividad religiosa,,Bodas,,,,,,,,,,,,,,Sí,Naturaleza,Flores,Aves,4 elementos,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617354494/attachments/attQRqWSE49WWyNwditpGAwm/,,218,218-CDMX,206
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,54,,,Telar de cintura,Telar de cintura,Ticlaquitique,Náhuatl,,Hidalgo,Acaxochitlán,Santanasacuala,otra,0,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_ te_ido_con_sales_y_minerales__ejem__alum te_ido_con_con_insectos_y_animales__ejem,1,1,1,0,Limón y un cazo a la lumbre,es_una_t_cnica_antigua,,"Lana, estambre",abuela,0,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos si__a_otra_persona,0,1,0,0,0,0,0,1,Nueras,Kechkemin,Blusa,Enagua,Faja,,,,,,,Mayordomías,Traje o kechkem,Fiestas patronales,,,,,,,,,,,,,,Sí,"Naturaleza - aves, plantas, flores.",,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617354751/attachments/attU8gn59s2mmdbqQVB8qEWG/,,219,219-CDMX,207
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,59,,,Bordado tradicional,Textil bordado,Textil bordado,,,Michoacán de Ocampo,Tzintzuntzan,Sanabria,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_nueva,,"Hilos de algodón y manta rústica de telar de pedal en algodón, aguja, pluma, bastidores, gel y roll on, tijeras, gis, regla, hilos de diferentes marcas en algodón",madre hermana,1,0,0,0,1,0,0,0,,s__a_estudiantes,0,0,0,0,0,0,1,0,,Blusas,Camisas,Rebozos,Manteles,Quechquemel,Tortilleros,Portavasos,Sacos,Chamarras de mezclilla suave,Lino,Bodas,,Jaripeos,,Desfiles,,Tours presidenciales,,Representación de comunidad,,Patzcuaro,,Vida cotidiana,,Danza de los viejitos,,Sí,Vida cotidiana,Vida de rancho,Danzas,Historia,Fiestas religiosas,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617354759/attachments/attgCfKKFT42VnBoitXRWM4s/,,220,220-CDMX,208
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,48,,,Cadeneta o cadenilla,Cadeneta o cadenilla,Seri,Seri,,Sonora,Hermosillo,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,,,madre,1,0,0,0,0,0,0,0,,s__a_mis_sobrinas_o_sobrinos,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617354790/attachments/attKMTQdEwPSAmRNJZY8TdwW/,,221,221-CDMX,209
28/11/2025,28/11/2025,28/11/2025,CDMX,,57,,,Telar de cintura,Telar de cintura,Sät tä tät,,Chinanteco de san Lucas ojitlan Oaxaca,Oaxaca,San Lucas Ojitlán,,otra,0,0,1,0,0,0,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,"Cocolmeca, sempasuchil, muytle ,cortesa de nanche ,coco, mucuna, caoba guallaba",es_una_t_cnica_antigua,,Hilos,otra,0,0,0,0,0,0,0,1,De un señor que estaba vendiendo unos llaveros de tintes cuando yegue cada enpese a experimentar no me quedaba bien el color asta que en contre a un coleccionista me platico que tenía que mordentar los hijo con alumbre de ay enpese y me encantó telir matisar asta orita,s__a_mis_sobrinas_o_sobrinos si__a_otra_persona,0,0,0,0,1,0,0,1,A estudiante de la prepa,Huipiles,,,,,,,,,,Los huipiles de diario se usa diario los de media gala y gala para eventos especiales,,,,,,,,,,,,,,,,Sí,Tradicio,,,,,,,222,222-CDMX,210
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,55,,,Cadeneta o cadenilla,Cadeneta o cadenilla,Ridibaa ne aguxhaa roo,,Zapoteco istmo Oaxaca,Oaxaca,Santa María Xadani,Santa María xadani,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Es similar a la puntada de una máquina antigua que ya está decuentinado,"Gancho o ganchillo e hilos Perle algodón telas terciopelo,manta,razo,y lino",abuela,0,0,1,0,0,0,0,0,,s__a_mis_sobrinas_o_sobrinos s__a_estudiantes,0,0,0,0,1,0,1,0,,Trajes tradicionales de tehuanas,Huipil,Blusas,Guayaberas,Corsett,Faldas,Cojines,Playeras,,,Fiestas patronales,,Bodas,,Cumpleaños,,Bautizos,,Actos religiosos,,,,,,,,Sí,Las flores multicolores de la región istmo de Tehuantepec,Belleza de las mujeres istmeñas,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617355211/attachments/attfhMzxGtMJMCx5BmSew92Z/,,223,223-CDMX,211
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,68,Artesana,,Tejido de fibra natural,Fibra natural,Fibra natural,Huasteco,,Veracruz de Ignacio de la Llave,Tantoyuca,,se_realiza_a_mano se_realiza_a_m_quina_de_pedal se_realiza_con_tejido_a_mano otra,1,1,1,0,0,1,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_,1,0,0,0,,es_una_t_cnica_antigua,"Sembrando ixtle,ñ",Maquina,abuela,0,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos a_hijos s__a_mis_nietas_o_nietos s__a_mis_sobrinas_o_sobrinos s__a_una_pareja s__a_estudiantes,0,1,1,1,1,1,1,0,,Tejido de telar de cintura,Teñido del materia la natural,"Pintura, la mora, el palo azul, el palo volador, el moguite",,,,,,,,Bodas,Xv años,Eventos,,,,,,,,,,,,,,Sí,Tradición moral,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617355229/attachments/attez9TmVTyFN6osDc9iVFUu/,,224,224-CDMX,212
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,25,"Facebook, instagram",,Telar de cintura,Tejido en telar de cintura con brocado,Jalbil jolobil xchuuk xluchol,Tsotsil,,Chiapas,Larráinzar,Larrainzar en paraje tzuzben,otra,0,0,1,0,0,0,0,,No,,0,0,0,0,Los materiales no lo teñimos,es_una_t_cnica_nueva,La técnica que manejamos de los antiguos ya que es la que hacen nuestros abuelas.,"Hilos en Omega, los palos para montar en tejido , agujas",madre padre abuela,1,1,1,0,0,0,0,0,Lo aprendimos en los abuelas mayores que también aprendieron de sus mamás,si__a_otra_persona,0,0,0,0,0,0,0,1,Enseño a las personas que no saben tejer,Blusa tradicional de larrainzar,Blusa en cuello v,Monederos,Caminos de mesa,Servilletas,,,,,,Las blusas tradicionales se usan para eventos especiales por ejemplo en las ceremonias,,La pieza se ocupa en eventos,,Para salir eventos o regalarle a alguien,,Las servilletas se ocupan en los eventos,,,,,,,,,,Sí,"La blusa tradicional tiene 4 tipos de brocados, se la llama,hombre mujer,mono,en universo y los cuatro puntos cardinales",El universo y las estrellas,El brocado igual es tradicional que se llama el universo,Estrellas,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617355270/attachments/attPANGboPRZqSxmBxfvFanm/,,225,225-CDMX,213
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,51,,,Cadeneta o cadenilla,Cadeneta o cadenilla,ahanipxim,Seri,,Sonora,Hermosillo,punta chueca,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,,,,madre,1,0,0,0,0,0,0,0,,s__a_mis_hijas_o_hijos,0,1,0,0,0,0,0,0,,collares de bordado con relleno de salvia,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617355445/attachments/attKHgCgoUxCBtbjR6hVMuek/,,226,226-CDMX,214
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,35,,,Telar de cintura,telar de cintira  y bordado a mano,"jolovil,tz’isomil",Tsotsil,,Chiapas,Chamula,macvilho chamula,se_realiza_a_mano otra,1,0,1,0,0,0,0,,No,te_ido_con_plantas__ejem__muicle__peric_ otro,1,0,0,1,lodo negro,es_una_t_cnica_antigua,el caso de lodo negro es  lo que la comunidad  desde siempre hemos  estado utilizando  el la vestimenta,"usamos lana, algodon e hilo naylon",madre abuela de_una_maestra_o_instructora,1,0,1,0,0,0,1,0,,si__a_otra_persona,0,0,0,0,0,0,0,1,en otra comunidad,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,son bordados tradicionales,,,,,,,227,227-CDMX,215
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,58,,,Relleno,Punto de relleno,,,,Tabasco,Centro,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,,,,madre abuela,1,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos s__a_mis_sobrinas_o_sobrinos si__a_otra_persona,0,1,0,0,1,0,0,1,"Personas de la tercera edad, personas en terapia",Servilletas,Pañuelos,Blusas,Camisas,Cojines,Fundas,Sabanas,Rebozos,Chalinas,,,,,,,,,,,,,,,,,,No,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617355741/attachments/attyKVpYDvQ59jYSTfTiGSDj/,,228,228-CDMX,216
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,32,"Vino en representación su mamá, sacamos los datos con compañeros por lo que no estamos seguros del número",,Tejido de lana,Textiles de Lana,-,Náhuatl,,Puebla,Hueyapan,,se_realiza_con_tejido_a_mano,0,0,0,0,0,1,0,,Sí,te_ido_con_plantas__ejem__muicle__peric_ te_ido_con_con_insectos_y_animales__ejem,1,0,1,0,"Flores, frutas, musgo, añil, grana cochinilla",es_una_t_cnica_antigua,Son las técnicas que le enseñaron y pasaron de generación en generación,Lana,madre padre abuela,1,1,1,0,0,0,0,0,,si__a_otra_persona,0,0,0,0,0,0,0,1,Compañeros de la comunidad,Rebozos,Tomicoton,Ruanas,Caminos de mesa,Quesquemen,,,,,,Concursos,Desconoce el nombre de ceremonias,,,,,,,,,,,,,,,Sí,La maestra representante desconoce pero menciona que su hijo si,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617355839/attachments/attgQXBKwqdRHi8ifbGbAixp/,,229,229-CDMX,217
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,36,Instagram Sotaventina,,Rejilla,Rejillado,,,,Oaxaca,Loma Bonita,Loma Bonita,otra_1,0,0,0,0,1,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,,"Tela, descosedor, tijerita, aguaja e hilo.",madre abuela,1,0,1,0,0,0,0,0,,si__a_otra_persona,0,0,0,0,0,0,0,1,Doy talleres de rejilla en mi comunidad,Blusas,Fustanes,Faldas,Camisas,,,,,,,"Blusas, fustanes, camisas","En fandangos, no es exclusiva de este evento, también se usa de diario",,,,,,,,,,,,,,,No,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617355950/attachments/attZ37QmNLY9pPGc7X7DeG7g/,,230,230-CDMX,218
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,46,,,Punto de Cruz,Punto de cruz,Tlapouali,Náhuatl,,Veracruz de Ignacio de la Llave,Chicontepec,Ixcacuatitla Chicontepec Veracruz,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,Que es una tradición ancestral portar la tradición y costumbre y se usa en festivales propias de nuestra comunidad blusa tradicional de igual manera para que no se pierda la,Manta cruda e hilos de algodón,madre,1,0,0,0,0,0,0,0,De mi mamá,a_hijos,0,0,1,0,0,0,0,0,,Blusas tradicionales,Guayaberas,Manteles,Cojines,Bata guayaberas,,,,,,Día de todos santos,,Bodas,,Fiesta del elote,,,,,,,,,,,,Sí,Gallos significa cuando los papás delos novios bailan para festejar su compadrasgo,Cuetlaxochitl que significa flor de noche buena,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617356046/attachments/attpEKFEMqkL8N8H4LeyK4Fy/,,231,231-CDMX,219
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,61,,,Rococó,Rococo,nichimaltac,Tsotsil,,Chiapas,,,se_realiza_a_mano,1,0,0,0,0,0,0,,Sí,otro,0,0,0,1,con hilos de metalico,es_una_t_cnica_antigua,,lana de borrego,abuela,0,0,1,0,0,0,0,0,,s__a_mis_nietas_o_nietos,0,0,0,1,0,0,0,0,,fajaa,reboso,fahas,blusa,vestido,sueter,chal,,,,Fiestas de la comunidad,,,,,,,,,,,,,,,,Sí,simbolos naturakes,animalitos,los colores,,,,,232,232-CDMX,221
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,44,,,Cadeneta o cadenilla,Cadeneta o cadenilla,Ahanipxim,Seri,,Sonora,Hermosillo,Punta chueca,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,,,,hermana,0,0,0,0,1,0,0,0,,s__a_mis_sobrinas_o_sobrinos,0,0,0,0,1,0,0,0,,Collares de tela con bordados,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617356740/attachments/attHSZofiAizqxAx7VjpPoHE/,,233,233-CDMX,222
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,35,Artesanía textil,,Animalitos de lana,Animalitos de lana,Chonetik ta tsots,Tsotsil,,Chiapas,Chamula,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,otro,0,0,0,1,,es_una_t_cnica_antigua,Creencias,Lana de borrego,abuela,0,0,1,0,0,0,0,0,,s__a_mis_hijas_o_hijos a_hijos,0,1,1,0,0,0,0,0,,Jugueterías tradicionales,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Son juguetes dé Los niñ@s indígenas,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617356816/attachments/atteLHyjeWvTHq4oZvvGtD6a/,,234,234-CDMX,223
28/11/2025,28/11/2025,28/11/2025,CDMX,mujer,54,,,Ivan bordado,Ivan bordado,Raramuri,,,Chihuahua,Bocoyna,,se_realiza_a_mano otra otra_1,1,0,1,0,1,0,0,,No,otro,0,0,0,1,,,Me enseñó mi mamá el bordado y hacer  nuestra prenda t,Telas  popelina manta ilusa chaquira,madre otra,1,0,0,0,0,0,0,1,,s__a_mis_hijas_o_hijos s__a_mis_nietas_o_nietos,0,1,0,1,0,0,0,0,,Blusa,Reboso,,,,,,,,,Uso diario,,,,,,,,,,,,,,,,No,,,,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617357069/attachments/attFApg6tPUWkF8uiWA986cf/,,235,235-CDMX,224
28/11/2025,28/11/2025,28/11/2025,CDMX,hombre,65,,,Pepenado,Pepenado,Asmesipuedes.,,,Oaxaca,Tlacolula de Matamoros,,se_realiza_a_mano,1,0,0,0,0,0,0,,No,,0,0,0,0,,es_una_t_cnica_antigua,,,otra,0,0,0,0,0,0,0,1,Analizando una prenda antigua,s__a_estudiantes,0,0,0,0,0,0,1,0,,Camisa de uso interior con tejido de randa(blusa),,,,,,,,,,Prenda de boda.,,,,,,,,,,,,,,,,Sí,Representa la flora y fauna,Actividades domésticas,La familia,,,https://kf.kobotoolbox.org/api/v2/assets/aXi3htSMn4QfEDCtR4ZVnV/data/617381856/attachments/attyKnW2Gy754T4UjrRKACDx/,,302,302-CDMX,285
